Word,Tweet_Ids
瘤,"1474232478193774592,1403589491294564353,1399616427972206595,1393444551952539648,1420783629211373568,1430470869327835139"
癌,"1381845544125915136,1374656488673660931,1427724199502573570,1400182983038889993,1384387200805076992,1439690707636129794,1327174061005291522,1452143116274716676,1445441541783228416,1400184065840488449,1374656569867075592,1449623179404533765,1410499274748485635,1399616427972206595,1465194737745358851,1474232478193774592,1372472472402948097,1456353983593803804,1430812120329854976,1393444551952539648,1460173423913537539,1430470869327835139,1380048434716057600,1457812594656362496,1440930817887272962,1388750731797168130,1430819111043420163,1404894554294145027,1420783629211373568"
射线,"1474232478193774592,1433692702269329412,1457812594656362496,1382758903163756548,1420783629211373568"
开发,"1403066650505596933,1369161121916014593,1369861745053814788,1453977914869837827,1460506438954983425,1465588429006114817,1368788072947535883,1463563485560729602,1466686102601752580,1448546021382901760,1389992041052966914,1372857425355632646,1380418577044434946,1473512399898509312,1448176251617697793,1449940897492131841,1455111066761920514,1402290238370697216,1374560453486018562,1435877330006601730,1389842202671554562,1381844132117671936,1403203705072078850,1425179809039020033,1452204911089827842,1405058015456206851,1402478046762831873,1388741835187646466,1368770486000185347,1418046454896095233,1459051682415796225,1446391882020364296,1442323849354223621,1329706368366854146,1441963930570555393,1448915211323248643,1386944490682810369,1422795167472390144,1395599726226022404,1460502292340228100,1405062174515482624,1440929343811702789,1422276555179380747,1412253243665616897,1443824849395150848,1410826487054303232,1390559580359258116,1436776307593920512,1432578272500453376,1400558105377730560,1461643722601287684,1456514932594253825,1471023415343521798,1459102945438429187,1369854031355551745,1448545506628489218,1452473642344869894,1406123546686803969,1402128310625210368,1397829409537617930,1450002421527179266,1451588402105577472,1468167955641139202,1438377435637043202,1374957615113854976,1471752781383942148,1449962488150118402,1405063605372874762,1425677720831201280,1463060337352065024,1409738831226568706,1456354725209673728,1453231086922780678,1399614336763514883,1388747862293422080,1376777559044546560,1364455806570176520,1379680254587854849,1432948805347917827,1470678195879874561,1473935441376120834,1457089599059099648,1402518125669588995,1367719281270550530,1435015458353127425,1377855705059745792,1370934920286064647,1395995704351346688,1331072929304440833,1403062649756266502,1468512391109378056,1460502106549354502,1428237761874567172,1394550696892977153,1462639964122800135,1374944417195335680,1416979813634506754,1468498351280644098,1431761005546065920,1414770405831856133,1410092477286031366,1435502850956619777,1380418138261479424,1438355429755539457,1459055586008465412,1462969265410113539,1469578673342713861,1452143916321439752,1429597022613479425,1410095188572196865,1404675219873095684,1377137294516219908,1364804336824459266,1328540785076178945,1437944664514973696,1457281668432097285,1379681110104236033,1417362053333872641,1466299883778805761,1448309851491221511,1473202447036268546,1367698872613498880,1407592686819844096,1435008679539994625,1474223813843771392,1471693101764800516,1460503110317535238,1440217400092225540,1405408374003359749,1435495671184773122,1473875072553140228,1370999482637119489,1323830473861156866,1441290116647981062,1383287015765016582,1455755790371807232,1382568142845612032,1370240055738953729,1367724407838318592,1474232478193774592,1370241524131274758,1374561762742128644,1387493142316810243,1402882510552371208,1422113836794933250,1474226054956924928,1468795690511831040,1432215249495592962,1367393718777507842,1371338054795862016,1442322978042122240,1372104341348229122,1376779127886258177,1455261997231067136,1441961464428826630,1451430314379677698,1367922965686349825,1409739428461830148,1456516062858539012,1473461189287952385,1465194106452250628,1391647012790046720,1461618338325356547,1458526978349223939,1425894283513679880,1433692021370220549,1448179562525822977,1440600387086532621,1392753600359661570,1461610527860289536,1425691448096149506,1406846298599264257,1399214797128749058,1394935031814967301,1432737889826213893,1435875646069112834,1369507419923963904,1441285294733414404,1336554826998587394,1466684965374939136,1465587659590365189,1387498748989698050,1393117840798982145,1440600147608567814,1471749712575287300,1402879131965038598,1425894986957000704,1430465198582734849,1463562608775106562,1445254382291861506,1368787842936107010,1382917792123396099,1402879225019854857,1444878346513313799,1469219195682320386,1366960585745702913,1399837829090267137,1411921596994899968,1451432990068797443,1359331789081169920,1334354018252988417,1471029635139837952,1451429299311898625,1369025538765983746,1382756365089722370,1430470869327835139,1448178976061493249,1459097168443105286,1329357158471794689,1467268147539365889,1390553175359295489,1457812594656362496,1471749346269876229,1443120565250711552,1367393594496090114,1377854280443469826,1395995955531448320,1387498261880082433"
治疗,"1396981134072811523,1381845544125915136,1410831150373761033,1471693449095122949,1417721373263228932,1388745104249081856,1378240858454024194,1463564096511483908,1384764498783862784,1456353498950365207,1423183040889511940,1394549578414936064,1463562608775106562,1474073359755333670,1474232478193774592,1450474711088041984,1388744991288164354,1377856703207591936,1460866751042711564,1393444551952539648,1376044925502951427,1445980614197268484,1445838651716292613,1418815956416139271,1445627508565504002,1410826487054303232,1373178250503938051,1441282249656127492,1406049071660343298,1386951948297859072,1421613937288564736,1420783629211373568,1326259194413019136,1402353584386105345"
癌症,"1474232478193774592,1372472472402948097,1381845544125915136,1374656569867075592,1374656488673660931,1449623179404533765,1410499274748485635,1427724199502573570,1388750731797168130,1430819111043420163,1430812120329854976,1393444551952539648,1384387200805076992,1460173423913537539"
相关,"1427549293594832896,1377144130485190659,1451057650003709955,1451434992425267204,1445837428061728776,1407244825309564930,1399615540058935300,1409739853927907328,1402660497686601729,1400558270062862337,1465217856165990403,1377129588300468229,1377160748229566466,1383064465726349318,1473509630319886338,1402878380949737480,1390560993583849473,1470724858216542209,1433345455568527362,1432582949220749315,1423013804036694017,1455378077517631491,1395621967265370113,1369114546330169346,1374951323855056896,1405062741891510272,1435880148746706946,1381491001219444736,1440602122647527427,1388743199481421825,1464117694874013703,1446710503036764165,1462901458152554498,1440225447455821829,1418815306559102976,1370247235175292933,1391446541496250372,1395597441806737409,1381843605522837507,1373178250503938051,1448169406530342912,1453613096128299013,1421341043673337857,1368436859638968320,1455378447476404226,1415203677925691392,1464055127187152899,1443109832320376834,1384390434584100867,1448546347292893185,1366480778176073731,1447466433416335367,1434440253717106691,1408302412083855360,1420625883258253315,1417619491278581767,1406847413466255363,1471757158052032512,1414809600600297479,1390920506119843843,1400184065840488449,1450319765797367812,1415179450866708485,1474222878002274309,1422502591578001409,1410126593767337989,1462915565807276033,1424081855951761410,1399252753554104328,1470667849563738112,1374558441478385665,1367980878161317892,1435879947130728451,1407244244826288128,1390160643408351234,1380414132864786435,1415189233665445888,1418046181318356994,1447470781747785733,1420183384169467904,1369860676311650305,1423541099776282629,1389842725437018114,1407241808761950236,1466300925157335043,1385083694721900545,1414770405831856133,1417364286259666945,1441635226447347719,1440926591123480578,1398000945296932864,1379684873854611458,1388752097798021122,1368437425433812994,1382569438008922114,1432968933540188160,1429154778483884037,1473875594538405891,1374942460896415752,1379684095521792002,1380420619867590658,1389844818151415808,1382758819575459843,1380053809393623050,1387495248125841411,1448570002320203777,1371723462323015683,1413813035765047299,1407587105295847425,1451429886497738753,1354353035821027331,1396981271985754113,1365566798213521413,1464909221875490821,1474232478193774592,1394747769504501763,1427916103922032641,1399961088972656648,1380780010391236611,1424961986639458309,1324167216519000064,1361876805481758721,1466299014693867521,1437951700946489345,1377140586407358467,1471015259754303488,1425180534464913413,1425340171537375238,1371339791564873734,1415545126731005953,1366442063110148098,1466853962913497090,1369371005211250689,1389988798591762433,1473512825280622597,1440218811722993673,1435496362531962884,1380052944012255234,1440834017205518340,1365243723685142530,1375330844705886213,1432547337138622469,1448914228878794752,1445265495326822403,1443485772322000897,1442874216412434436,1402853467639541761,1380415478162620419,1408851526961930240,1473801534467051520,1370641475378106371,1430470600657575941,1364934869843808257,1424190326567149570,1474221546684108804,1410829384550805508,1372854939408429060,1392014828747640833,1375322477497180163,1422112231697752067,1455380271017070592,1448545156102176769,1469219195682320386,1414819385114497025,1359331789081169920,1377147004623593474,1471894053482471427,1399798133631066112,1422113062283137027,1387498639291916289,1448549131790684160,1431761984228233216,1412802076904591361,1364806097438007300,1382422665529466883,1409777133543591937,1420625267349856259,1415090707786764316,1464470703814549507,1371339562287464455"
细胞,"1402189602023116810,1425691448096149506,1423915556919414787,1383063592228900865,1470663163578253313,1439334051085651968,1463564096511483908,1380772850420736005,1374563428367405060,1465194737745358851,1474232478193774592,1372472472402948097,1364675571893104640,1393444551952539648,1469233937864175621,1439691414355386368,1430470869327835139,1425691628950343682,1420783629211373568,1402480354691190788,1390916357621907459,1417721621075226628"
药物,"1473205180027990016,1456817213369831427,1474231365327458304,1392350527875293185,1389472388086128641,1393758032648040451,1448175576754241538,1385084407401226244,1390554826744860672,1407585510923460608,1378240858454024194,1468521711725256705,1463564096511483908,1457218691012071426,1402353425157742592,1456351401479606272,1471027653327028227,1456353498950365207,1409738831226568706,1447837844282613761,1407967551540269056,1463562608775106562,1448912695160229890,1471025786794639362,1474073359755333670,1465194737745358851,1474232478193774592,1451271398723252227,1414348431401828362,1461228020841123853,1464000623645319168,1460866751042711564,1376044925502951427,1445838651716292613,1446198732744114176,1388746772646821892,1380048434716057600,1368436258876231681,1406049071660343298,1421613937288564736,1420626685473427457,1473142155191328771,1402480354691190788,1402353584386105345"
领域,"1380417399120269316,1377856472248279040,1407591853021560834,1394936570826813448,1382424014396608513,1465358819056185347,1463997466605338624,1435498074776870914,1434609961124843521,1377129588300468229,1448308535704506371,1473812141618524160,1442722781863370753,1397829167010312194,1369857847698235395,1468169108512337921,1445836621232816135,1453075287449563139,1444526166803554306,1455110105326755844,1444526045055447041,1382569728766476293,1379297274342215682,1369898040534822912,1473192290214551556,1420625748897894400,1389845324420714501,1473602217609351170,1377510063200366592,1405062741891510272,1444524522594439171,1381491001219444736,1472756718824161283,1404894211187515392,1407576891259826177,1380422613218906113,1388754814419443713,1396365421624786947,1471885779920060418,1420995296599756801,1473510708549541888,1420182423682260995,1368187462745550851,1384219239800721408,1410091498717077509,1367816707901849600,1399615970453295104,1420625883258253315,1430469631957889027,1385083891816431623,1372851218897281030,1326722634738933760,1440843370457227269,1371720387487092737,1449962488150118402,1453615119183745025,1459102049845403653,1425340698711056385,1396981391447924738,1427548882569875456,1408297043471204358,1435015458353127425,1378232216489095170,1374947611438850050,1407244244826288128,1362645671866560512,1453419760230670338,1473777222859182082,1428237761874567172,1457215929603952652,1460634303889436676,1374944417195335680,1456864415945420800,1365042138984058885,1473141770196160515,1423009256106717185,1372110455037042691,1433712761976999936,1447599113793458182,1356598599493189632,1435502850956619777,1397999666776592385,1423536126057349124,1438788010972102665,1371391463582396420,1402480214349729804,1386952107123564544,1368437425433812994,1390166284323614720,1388750731797168130,1372102696979734528,1459779670015025153,1422277061259919361,1453916438075359236,1472751238500343808,1435877054340165637,1332536260481540096,1372449838348918788,1363054556335149059,1394938263773741059,1430471286682132484,1472753226130681859,1464679487849725953,1423014015609937920,1415324885233045510,1468496825728442368,1397829051079806978,1367698872613498880,1450690663381561349,1448570002320203777,1372475554843095041,1430479948930715655,1435497497951043587,1412147699067998219,1365955558293917698,1440623732687396870,1461615556797161474,1390004140932091906,1366955340449816579,1381845010522333188,1474232478193774592,1473227647073153027,1383063160223981574,1432215879031263234,1367384047089971202,1422113836794933250,1438906682533289989,1432215249495592962,1374945291447595008,1374159476442374147,1433801270972731402,1414322966934982665,1376422562465337345,1410827453849690113,1376779127886258177,1394550258877681666,1443120139675713538,1441961464428826630,1423909390738812932,1410093980428107777,1386211458132824069,1361882650244304896,1415545126731005953,1463563587281031176,1429597808068218886,1389837253598343176,1473512825280622597,1432216212247748608,1469732793361965061,1423573057466114053,1368435774744457218,1471368637134999555,1392753600359661570,1367395477637853187,1377510588973150210,1382423637504913411,1374958386026979329,1392012355874086915,1406891512969924609,1410499274748485635,1419523929396240386,1446198907285897223,1402879225019854857,1388757139611652100,1375322477497180163,1471352660842336257,1388758074656137216,1431864760388055044,1395599156933054468,1369478066087489537,1416979020529299456,1362313507182575620,1374249776892375047,1448178976061493249,1420782881492766722,1445263295410102274,1382567816033751041,1473874102544834564,1474072444105216015,1457812594656362496,1367393594496090114,1363743806298890243,1380052138575818752,1441633076556095489,1402661509826707457,1377296595562029064"
关键,"1427549293594832896,1377856472248279040,1369373373801914369,1472101873410732035,1473935202409848833,1453075287449563139,1370629227226091521,1407576891259826177,1464000939132534784,1423574281196212225,1390553650750124032,1380422613218906113,1414434611627757570,1416417457997291527,1368436859638968320,1430467464387645441,1420182423682260995,1325582467412029442,1448545506628489218,1407585786468335621,1474231365327458304,1369174966692847618,1363934482416291842,1415823086423793665,1469222031061176325,1380423630308315140,1401051285537755136,1388752969080868864,1397834502500540416,1467078936827871237,1473140980568104962,1382570634371211266,1463557548003368963,1418046181318356994,1382235984503267328,1469584552360173571,1438013621229940740,1432090113840795652,1459779670015025153,1394712688362545152,1422277061259919361,1400591402422050817,1411920090338009089,1384767387673587712,1396979956744212480,1387497267557400587,1473143639702339585,1376779296950214656,1402351889040109568,1381476531373887488,1374561551466700800,1324167840681750529,1423014470335406080,1354352740231569417,1431758120645062659,1367193192278364168,1275284561899868161,1386943779593101313,1448743767880593417,1466686699958779905,1414322966934982665,1382759160874364928,1432794062826786825,1410827453849690113,1364802491506778116,1317031249169371137,1423181583431868418,1372850972741922820,1461968912405336066,1418819071026597895,1438356686931054596,1400332936944119811,1367309386062782465,1473600970084868099,1448178976061493249,1397830455408226304,1381092822204383232,1375688132549439489,1364413565847838720,1434607979064479745"
口服,"1474073359755333670,1473964365502050308,1445838651716292613,1445291333497733124,1419941002278625282,1473875594538405891,1457218691012071426,1474231365327458304,1456351401479606272,1441282249656127492,1460866751042711564,1464000623645319168,1421613937288564736,1463562608775106562,1376044925502951427,1457089599059099648,1448912695160229890"
风险,"1381843402006831113,1425692024527757322,1473205180027990016,1402901873430958083,1371343017756430344,1451270720353292290,1420289086242234376,1453236465333309440,1473944369732358150,1470674175643639812,1372103986749186054,1470721949215051780,1453609496308170752,1397831756993073152,1445640377440956420,1390921215750000643,1390917414573862920,1404125999868960769,1423575191242764290,1371343161369391104,1473512399898509312,1382200145924681733,1472748590690799617,1467058531132006401,1434820546693263361,1445633375297937408,1391445657097949185,1384764498783862784,1470724858216542209,1384761681805414400,1369115502694428673,1392557106805444608,1389993172827136001,1463996053309460482,1422793882123661316,1395992497877262345,1381844772499775490,1474227416780328963,1441289228474675211,1448546639891730432,1378591989415862273,1329706368366854146,1439864725077049352,1399616955313573888,1439778040699969537,1378233211818414081,1473964365502050308,1405065008313094145,1403813282129977344,1403066434427645953,1407964101200863233,1372848975607296000,1400558105377730560,1385077834897498114,1451432481412956161,1420995296599756801,1468792088489648136,1384767042000068612,1325582467412029442,1466683572278861826,1456817213369831427,1382570307702038530,1474231365327458304,1375325616786993155,1395998714720776192,1381494779993751554,1433696365746397187,1402660299958677506,1423181883685281795,1367042300568772609,1397080545595592704,1378593560669265921,1408305642255704070,1469222031061176325,1453966856876789762,1434436843039182855,1376782264877518849,1440843490749870096,1416863321630851072,1408850541250109442,1427916488934006785,1459099787693740032,1459102049845403653,1399616427972206595,1434587207507976192,1397834502500540416,1457089599059099648,1470137391356645378,1414280758110294017,1435508252465266690,1402479772605698049,1458757538199924738,1392352795269820417,1428458216023740417,1415189233665445888,1449464822089744386,1473813766718459904,1464677996900470787,1428245640560087042,1428237761874567172,1448306263696109569,1397849492934709249,1460866751042711564,1444524092967698441,1423009256106717185,1377850128225116161,1369743274131353601,1414763836826075138,1431765514343247873,1465221057116205058,1415824020549902361,1414817464039395330,1391646392301461504,1378235656338464772,1372109219441250304,1403066578493579266,1445979131255013379,1408666056806354948,1393761253315645442,1388752097798021122,1386944854274371585,1451060180179775492,1469580285620539392,1422277061259919361,1450002274537795587,1381840831355609088,1374949183447130119,1432583428268904449,1411920942784073733,1429697216285868036,1382758997141311488,1473875594538405891,1367192689112879104,1372449838348918788,1448743200965881860,1394938263773741059,1473511931495403523,1461221046300729344,1396979252424101890,1427914144452276224,1390554006884286466,1380053809393623050,1428796260895526916,1459424571153473537,1474095238469718046,1422438474783748097,1473140342236979202,1367057427414216706,1363936853859045378,1455108444860469250,1453229870910218247,1412147699067998219,1471027653327028227,1425896003454922753,1389990548539273218,1433693556577734656,1366980387885305861,1402902100447698947,1446709267289894913,1423185034643591169,1427549062178381824,1410093071744724994,1451009310859825152,1434441318189522945,1455032093562396674,1331188579905662976,1399960411718307842,1424961986639458309,1382918996735905795,1389127151941611525,1403589491294564353,1380048434716057600,1395994127083311108,1371339791564873734,1464352538094829570,1366948012317024263,1470818941811363843,1335466457849708545,1403204398558310402,1368435774744457218,1375330844705886213,1367395477637853187,1428966379714056194,1465269345228050438,1372110202099564544,1428656339882938371,1410499274748485635,1394549280715644929,1456351401479606272,1403589013294911490,1388745457040429058,1373186797463769090,1449655798355750919,1447837844282613761,1399615227172319234,1371335540604170240,1455761372197777409,1372103153319956482,1382917792123396099,1365224432856309767,1388757139611652100,1399216748151279619,1388745861618831365,1336150869960626179,1370239676586491907,1377294962539175939,1382199758136102919,1444525082773110790,1367309043425898496,1471889782162685956,1365569522434859015,1433343063556964357,1442324955941597186,1417722754502062087,1469222958296092673,1448544707773042690,1373506459279843333,1415090707786764316,1421614456883191815,1377128521609269252,1465268707760820225"
有效性,"1376223276070932481,1423010398047899653,1374302273040347137,1369338644226445312,1474231365327458304,1440204501953089536,1365567668518932481,1326721362354819072,1465219009331093505,1380046710823522307,1382758819575459843,1364806833324519426,1409896385365745674,1463564096511483908,1446713544993427456,1366579324283838471,1399957647156072448,1325990701130162176,1421000478565928964,1462975914698952705,1395995704351346688,1364675571893104640,1365219642701017089,1432213179606585348,1364937209162334212,1423913157098033152,1369740433597689860"
钠,"1374945291447595008,1421003031324225540,1430098004837474307,1474229999846625281"
有望,"1381472296192237570,1368187462745550851,1457281668432097285,1432737402112544769,1465023385893670913,1423573057466114053,1376779296950214656,1432212942661898240,1404123578954436611,1391249927947243522,1406123546686803969,1380777780124688386,1463997466605338624,1454681536985387010,1387498353156444161,1473873863700213761,1415823086423793665,1379682529234460677,1402127716044853248,1381848316707659778,1455111066761920514,1369448868291706880,1425344075750776842,1381158099977789447,1385505617960263683,1380051093292388352,1453075287449563139,1384379037179465731,1474229999846625281,1467396841884962819,1335520807699636226,1415529297423609860,1316713669883879425,1384381939616935940,1331072929304440833,1433698196157386755,1420625748897894400,1410829645147033600,1443824263786500098,1379295767894978562,1440833320405721090,1412287255989821443,1471029635139837952,1473136855428206593,1419754454358757381,1406039572547477504,1378589418194305030,1470582275972558850,1445838651716292613,1419754731442868248,1371861980932304901,1441627691707363329,1395996327662653441,1402674491986120706,1441282249656127492,1390922223863549953,1473875234360999936,1376430167376060419,1388756726011162626,1420626685473427457,1371334780004929536,1367393594496090114,1390916357621907459,1387498261880082433"
电池,"1453227177365938181,1473803878361485312,1429866718218780675,1408451995778752512,1377144130485190659,1421003031324225540,1390165610236055554,1453977914869837827,1450322713415852039,1468168149723795459,1462976435421777923,1471369773262901249,1438013983424876547,1452482486185828353,1409931629875793921,1435878208402903040,1474229999846625281,1432582949220749315,1384384884374790144,1366580406359789568,1378591989415862273,1459051682415796225,1329706368366854146,1453224463235960837,1441963930570555393,1384380720739602432,1367813059461320707,1440929343811702789,1412253243665616897,1380422613218906113,1377562982100574208,1402648872405528581,1431762957617164290,1366321612320960514,1421635691520217094,1407585786468335621,1438010469655085057,1435495342737223682,1435495212579573760,1450002421527179266,1367042300568772609,1440843370457227269,1371720387487092737,1471752781383942148,1367394925873037313,1453615119183745025,1390161119415726083,1455757189633642498,1441285097169190917,1364413445160927234,1472753784610717696,1377855705059745792,1407244244826288128,1405064621178998784,1374944417195335680,1394938015378640897,1384386622842568711,1410829144615571459,1372110455037042691,1433712761976999936,1465183893770805256,1445979131255013379,1375685999565492225,1372102696979734528,1429597022613479425,1389471592284139524,1402192525318778884,1367700508069163008,1438520401747853317,1387498353156444161,1470727774578962433,1367698872613498880,1407592686819844096,1471693101764800516,1460503110317535238,1333343765348564997,1374560256718557186,1470670427865243648,1399267327128981504,1370240055738953729,1367724407838318592,1427549062178381824,1471032788694417408,1450319524612345857,1431761852774567939,1453075001192583173,1422793380115849220,1413361098363850760,1380414372271415297,1374945291447595008,1367393718777507842,1468794265413165059,1371338054795862016,1440597685174603787,1377850397306462208,1361876805481758721,1371861980932304901,1443120139675713538,1377857038944886784,1407247235616706565,1371728085784035334,1453609919907655680,1408306146780139525,1392753600359661570,1461610527860289536,1406846298599264257,1367395477637853187,1450320877141127172,1388736786327752706,1336554826998587394,1369478013209878531,1369115736216498179,1429672293886676994,1366305107252404227,1402879131965038598,1363936015509979136,1468168991386468353,1402879225019854857,1388757139611652100,1367309386062782465,1390557414177402883,1398191397430124545,1414819385114497025,1411921596994899968,1443114255335583748,1439330904120254465,1437654495442309122,1471029635139837952,1362313507182575620,1371342897535053826,1450469217103400971,1381458553823657988,1417720060639006723,1453617879635484673,1382567816033751041,1371388648243929093,1388750500800069635,1367393594496090114,1363743806298890243,1365220069970571266,1387498261880082433"
稀土,"1390004140932091906,1381477191267966979,1473512399898509312,1380052944012255234,1366480778176073731,1473180974829772802,1474222878002274309,1445979131255013379,1361960954443952133,1366980553606451204,1317031249169371137,1474229999846625281,1364413445160927234,1369117667953545216,1448173297275785222,1435008679539994625,1467374000464543745,1370240055738953729"
稳定,"1390564846404390916,1373178371480252416,1444877457023115266,1451434481231937538,1423530768186236928,1462971417641644036,1451060625895874568,1410828801500585996,1375330844705886213,1363685031193976832,1398190316507729920,1447469507778256897,1433692986232115201,1464911282100834307,1414211834249420800,1390554006884286466,1379676983806676995,1377194936748011524,1442722781863370753,1372857425355632646,1381477191267966979,1465182856599126016,1427166311122014208,1390563340972224512,1455108444860469250,1371727885506019331,1468497886551838720,1463564675640008710,1408452416400355336,1449655798355750919,1474229999846625281,1415213762974523394,1418114578647552006,1412694209471995904,1473511663114481667,1464136389029621762,1384764328688058372,1397072609938853889,1455436093797462019,1392754357687316480,1374949695991074823,1448743767880593417,1428245640560087042,1473461189287952385,1448364637238411264,1423539456619859970,1410093071744724994,1404893824619466753,1366960585745702913,1463558250280878083,1461963759350472709,1461613270096171014,1442523144980365318,1389844095644798985,1463564873804046336,1388743199481421825,1405065008313094145,1469235116832559104,1466302670096850945,1455261997231067136,1410826487054303232,1410126431657418752,1453617879635484673,1422675356612399105,1403234580337860612,1388752848687558660,1382758559079829505,1403065826966523904,1382567816033751041,1423537913225048065,1366852324224692225,1458526066755059713,1416248059424559113"
金属,"1453609919907655680,1473803878361485312,1448179562525822977,1374657824425353217,1367724679809490946,1452473642344869894,1392733343528013827,1387498353156444161,1453919447698198536,1468168149723795459,1379313326434361346,1440843370457227269,1467374000464543745,1468786419346731010,1471752781383942148,1392012355874086915,1445985250195095552,1367394925873037313,1388747972985319426,1432792745593036801,1364152143695933444,1367396300400914435,1455757189633642498,1403066510348750849,1474229999846625281,1363934911233617920,1427548882569875456,1377855705059745792,1468787112849805317,1367724407838318592,1427549062178381824,1463557548003368963,1379302122458517504,1465194496899960835,1367721533435604992,1329706368366854146,1441963930570555393,1394551171663110146,1448178976061493249,1410826487054303232,1390166965151428611,1406847038549991433,1382567816033751041,1375685999565492225,1371388648243929093,1363063171288760325,1380418795731226636,1380052138575818752,1460618789582610432,1387498261880082433"
纯电动汽车,"1453609919907655680,1433347324416167943,1384388639979761668,1462652105508806658,1453977914869837827,1460506438954983425,1371721725772099585,1433345609256226817,1423014015609937920,1387498353156444161,1388750218959544321,1386952697924907008,1448915388750651393,1466676028810481666,1436204488671465474,1459004222846865409,1430470600657575941,1468497886551838720,1400723867845365763,1390161119415726083,1455757189633642498,1441285097169190917,1474229999846625281,1432582949220749315,1419523929396240386,1399267327128981504,1470692632841973768,1381460983814615048,1462705656222273538,1423574701545119747,1372109896271888388,1364413445160927234,1471352660842336257,1375323155863019525,1389131366067949571,1367309386062782465,1471032788694417408,1460502106549354502,1431761852774567939,1432215879031263234,1386211790401548289,1382563776382128130,1418046454896095233,1472756718824161283,1459051682415796225,1382563883756363778,1473811489932800000,1453224463235960837,1372107929164288000,1427142642106724357,1440596937191821312,1443109368195534850,1464102176301600770,1422795167472390144,1377297346627690496,1423540137888129026,1435502850956619777,1412253243665616897,1448545747008294916,1382567816033751041,1438393994455629824,1468167615151443969,1407247235616706565,1385821825997832194,1473133403977388036,1371728085784035334,1461618338325356547"
产业,"1471043407401209863,1380053985193648128,1462904459818799105,1374560453486018562,1382569728766476293,1404126502292127751,1405062741891510272,1442323849354223621,1395598659253796869,1380417716088041475,1377144351537524742,1381843231915139073,1368847913531580417,1368771870477053955,1385083891816431623,1440843370457227269,1369448868291706880,1379301463134904323,1409738831226568706,1382200296386953218,1462912974364938241,1375327019014103048,1381839842011619337,1397080462284136450,1399994960808538112,1374561307437899779,1416979813634506754,1365042138984058885,1377850128225116161,1402659935188520961,1384763581141372931,1399216617960075268,1333623025950879746,1443110832573878278,1410095188572196865,1429697216285868036,1451057988446216193,1406336622908502019,1464679487849725953,1457975950159740931,1403065377299451907,1384388248596668418,1460503110317535238,1376776786239885316,1449943835430174722,1390004140932091906,1392559276682477569,1394747769504501763,1473811489932800000,1473605619919638528,1444879124544196610,1441633209607806982,1471358999777796098,1317031249169371137,1380418795731226636,1385821825997832194,1376778216363331586,1432216212247748608,1374559504981925892,1403813080383950851,1388751915178024963,1423180940411498507,1395994805373571072,1385505957434707972,1366944417286742017,1414815315058470912,1367038647904608256,1446715143002361861,1434442159676018689,1368787842936107010,1370245221942915076,1375323155863019525,1364104528765743107,1445984562840956932,1432216329629536257,1369478066087489537,1451429299311898625,1409777133543591937,1420625267349856259,1445263295410102274,1474229299188142085,1432465129904369664,1365220069970571266,1394940965412954115,1453639656512258050"
加密,"1395222197606572032,1445632132051705856,1397831756993073152,1423193955110252545,1395601371429171208,1400186023083085826,1394558341293109248,1385488352502108160,1402507974489231366,1392557106805444608,1404126502292127751,1389126527908941826,1382201600832204801,1399616955313573888,1431758047962021889,1438055487468044294,1453420518174965760,1391647466542403584,1453613096128299013,1390564846404390916,1407582644544491522,1444877457023115266,1434443947191914496,1417362706550583298,1377141871630118914,1409777773279731712,1398001558072094720,1459099787693740032,1388752969080868864,1397834502500540416,1364411690754842628,1403065684465131520,1395447835743555584,1406891178738569220,1365216825135353857,1424955802155061248,1391646392301461504,1398521180525449219,1465954978162302978,1428657619435020302,1407728604436303881,1455031598806487050,1453418610446065666,1448916623461535746,1395994943886217216,1415324885233045510,1365316124783435779,1473137413165703168,1450021009734529024,1430479948930715655,1410497966679334914,1377140762840690695,1389991720603971585,1392559276682477569,1430468919240785926,1435880043201261568,1418117546859851776,1376779127886258177,1427724920541245440,1402191562407251973,1403234580337860612,1395994127083311108,1456516062858539012,1407586886663634944,1395995805245349896,1435010275816587265,1375330844705886213,1390919725346029568,1395994805373571072,1370624075777728512,1473601925501566979,1371335540604170240,1453611323762221066,1365224432856309767,1395603269188132866,1437657160486248451,1440223757394608133,1409777133543591937,1474229299188142085"
